#,No.,Name,Laps,Lead,Lap Tm,Spd,Elapsed Tm,Passing Tm,Hits,Strength,Noise,Photocell Time,Transponder,Backup Tx,Backup Passing Tm,Class
1,,Green Flag,,,,,0,10:01:56.779,,,,,,,,
1080,12,Nici Walde 12,82,82,3:29.490,43,4:02:24.898,14:04:21.677,47,123,34,,RS-39204,0,,F
1081,29,Pieter Sijbrandij 29,20,82,3:33.348,"42,2",4:02:47.355,14:04:44.134,49,137,45,,RR-86309,0,,M
1082,15,Alexander Lechtenberg 15,11,82,5:44.695,"26,1",4:03:00.165,14:04:56.944,48,125,40,,FL-68490,0,,M
1083,46,Xander Niezing 46,18,82,3:27.469,"43,4",4:03:06.099,14:05:02.878,39,131,36,,CV-94540,0,,M
1084,31,Peter Haan 31,18,82,3:20.140,45,4:03:08.095,14:05:04.874,25,170,36,,SW-67991,0,,M
1085,8,Otmar Buchert 8,11,82,6:00.963,"24,9",4:03:13.680,14:05:10.459,52,155,29,,RR-17418,0,,M
1086,40,Alexander Kamminga 40,57,82,4:16.334,"35,1",4:03:15.634,14:05:12.413,46,145,29,,SW-51561,0,,M
1087,11,Piet Kaagman 11,21,82,3:12.540,"46,7",4:03:27.488,14:05:24.267,28,174,34,,TT-76200,0,,M
1088,24,Peter Coppens 24,62,82,3:42.408,"40,5",4:03:33.234,14:05:30.013,38,123,36,,FL-79890,0,,M
1089,7,Swannette Tempelman 7,66,82,4:16.077,"35,1",4:03:51.238,14:05:48.017,53,174,40,,HL-85304,0,,F
1090,14,Kerstin Lechtenberg 14,11,82,6:02.535,"24,8",4:05:14.686,14:07:11.465,56,135,36,,TW-27175,0,,F
1091,28,Ymte Sijbrandij 28,81,82,3:16.585,"45,8",4:05:19.014,14:07:15.793,37,148,34,,FL-59825,0,,M
1092,13,Daniel Fenn 13,83,83,3:16.072,"45,9",4:05:19.051,14:07:15.830,42,170,34,,RS-44911,0,,M
1093,25,Ulrich Bentlage 25,16,83,5:55.163,"25,3",4:05:19.328,14:07:16.107,52,155,34,,TS-92224,0,,M
1094,30,Bo Gustavsson 30,73,83,3:34.840,"41,9",4:05:28.169,14:07:24.948,51,120,36,,CK-85561,0,,M
1095,21,Vladimir 21,15,83,4:24.334,34,4:05:31.938,14:07:28.717,58,150,36,,TK-75384,0,,M
1096,32,Heinz Bentlage 32,16,83,3:58.057,"37,8",4:05:38.094,14:07:34.873,51,166,37,,LS-77829,0,,M
1097,12,Nici Walde 12,83,83,3:26.854,"43,5",4:05:51.752,14:07:48.531,37,123,65,,RS-39204,0,,F
1098,35,Maarten Sijbrandij 35,64,83,5:31.135,"27,2",4:06:03.090,14:07:59.869,49,185,55,,FX-12737,0,,M
1099,29,Pieter Sijbrandij 29,21,83,3:35.799,"41,7",4:06:23.154,14:08:19.933,30,138,46,,RR-86309,0,,M
1100,3,Peter Welk 3,16,83,4:10.791,"35,9",4:06:25.816,14:08:22.595,39,140,47,,RG-24042,0,,M
1101,1,Christian Winkgen 1,73,83,4:08.049,"36,3",4:06:27.524,14:08:24.303,29,161,47,,FR-20127,0,,M
1102,46,Xander Niezing 46,19,83,3:23.597,"44,2",4:06:29.696,14:08:26.475,33,128,50,,CV-94540,0,,M
1103,31,Peter Haan 31,19,83,3:26.434,"43,6",4:06:34.529,14:08:31.308,22,174,50,,SW-67991,0,,M
1104,11,Piet Kaagman 11,22,83,3:11.890,"46,9",4:06:39.378,14:08:36.157,28,174,54,,TT-76200,0,,M
1105,24,Peter Coppens 24,63,83,3:40.686,"40,8",4:07:13.920,14:09:10.699,40,125,58,,FL-79890,0,,M
1106,40,Alexander Kamminga 40,58,83,4:16.292,"35,1",4:07:31.926,14:09:28.705,33,144,58,,SW-51561,0,,M
1107,41,Hanno Habighorst 41,78,83,6:15.478,24,4:07:54.008,14:09:50.787,40,104,52,,FL-67553,0,,M
1108,7,Swannette Tempelman 7,67,83,4:13.893,"35,4",4:08:05.131,14:10:01.910,56,176,49,,HL-85304,0,,F
1109,15,Alexander Lechtenberg 15,12,83,5:30.375,"27,2",4:08:30.540,14:10:27.319,47,125,47,,FL-68490,0,,M
1110,13,Daniel Fenn 13,84,84,3:14.044,"46,4",4:08:33.095,14:10:29.874,44,167,48,,RS-44911,0,,M
1111,16,Harry Lieben 16,16,84,20:18.627,"7,4",4:08:33.914,14:10:30.693,54,126,48,,SP-58826,0,,M
1112,28,Ymte Sijbrandij 28,82,84,3:19.931,45,4:08:38.945,14:10:35.724,41,148,39,,FL-59825,0,,M
1113,30,Bo Gustavsson 30,74,84,3:33.885,"42,1",4:09:02.054,14:10:58.833,43,120,45,,CK-85561,0,,M
1114,8,Otmar Buchert 8,12,84,5:52.155,"25,6",4:09:05.835,14:11:02.614,51,147,45,,RR-17418,0,,M
1115,25,Ulrich Bentlage 25,17,84,3:57.336,"37,9",4:09:16.664,14:11:13.443,50,155,46,,TS-92224,0,,M
1116,12,Nici Walde 12,84,84,3:27.222,"43,4",4:09:18.974,14:11:15.753,40,123,46,,RS-39204,0,,F
1117,6,Bernhard Böhler 6,65,84,30:54.524,"4,9",4:09:25.692,14:11:22.471,44,228,43,,TH-71610,0,,M
1118,11,Piet Kaagman 11,23,84,3:12.872,"46,7",4:09:52.250,14:11:49.029,28,173,44,,TT-76200,0,,M
1119,46,Xander Niezing 46,20,84,3:23.119,"44,3",4:09:52.815,14:11:49.594,35,129,44,,CV-94540,0,,M
1120,31,Peter Haan 31,20,84,3:21.705,"44,6",4:09:56.234,14:11:53.013,23,175,44,,SW-67991,0,,M
1121,35,Maarten Sijbrandij 35,65,84,3:57.835,"37,8",4:10:00.925,14:11:57.704,47,184,44,,FX-12737,0,,M
1122,21,Vladimir 21,16,84,4:32.767,33,4:10:04.705,14:12:01.484,105,96,44,,TK-75384,0,,M
1123,21,Vladimir 21,16,84,12135,"741,7",4:10:04.705,14:12:13.619,152,95,48,,TK-75384,0,,M
1124,1,Christian Winkgen 1,74,84,4:03.193,37,4:10:30.717,14:12:27.496,30,158,48,,FR-20127,0,,M
1125,21,Vladimir 21,16,84,28522,"315,5",4:10:04.705,14:12:30.006,111,115,48,,TK-75384,0,,M
1126,3,Peter Welk 3,17,84,4:12.641,"35,6",4:10:38.457,14:12:35.236,47,139,49,,RG-24042,0,,M
1127,24,Peter Coppens 24,64,84,3:44.844,40,4:10:58.764,14:12:55.543,37,123,49,,FL-79890,0,,M
1128,14,Kerstin Lechtenberg 14,12,84,5:56.376,"25,3",4:11:11.062,14:13:07.841,54,135,49,,TW-27175,0,,F
1129,41,Hanno Habighorst 41,79,84,3:49.660,"39,2",4:11:43.668,14:13:40.447,55,104,40,,FL-67553,0,,M
1130,13,Daniel Fenn 13,85,85,3:12.668,"46,7",4:11:45.763,14:13:42.542,45,166,40,,RS-44911,0,,M
1131,40,Alexander Kamminga 40,59,85,4:19.976,"34,6",4:11:51.902,14:13:48.681,41,142,35,,SW-51561,0,,M
1132,28,Ymte Sijbrandij 28,83,85,3:20.243,"44,9",4:11:59.188,14:13:55.967,41,150,41,,FL-59825,0,,M
1133,16,Harry Lieben 16,17,85,3:35.075,"41,8",4:12:08.989,14:14:05.768,38,130,49,,SP-58826,0,,M
1134,7,Swannette Tempelman 7,68,85,4:14.111,"35,4",4:12:19.242,14:14:16.021,53,174,47,,HL-85304,0,,F
1135,30,Bo Gustavsson 30,75,85,3:40.211,"40,9",4:12:42.265,14:14:39.044,47,119,43,,CK-85561,0,,M
1136,12,Nici Walde 12,85,85,3:26.581,"43,6",4:12:45.555,14:14:42.334,43,123,39,,RS-39204,0,,F
1137,11,Piet Kaagman 11,24,85,3:06.176,"48,3",4:12:58.426,14:14:55.205,31,173,33,,TT-76200,0,,M
1138,25,Ulrich Bentlage 25,18,85,3:56.754,38,4:13:13.418,14:15:10.197,49,151,34,,TS-92224,0,,M
1139,46,Xander Niezing 46,21,85,3:24.276,"44,1",4:13:17.091,14:15:13.870,38,130,37,,CV-94540,0,,M
1140,31,Peter Haan 31,21,85,3:25.257,"43,8",4:13:21.491,14:15:18.270,25,170,38,,SW-67991,0,,M
1141,6,Bernhard Böhler 6,66,85,4:08.975,"36,1",4:13:34.667,14:15:31.446,41,209,38,,TH-71610,0,,M
1142,35,Maarten Sijbrandij 35,66,85,4:02.674,"37,1",4:14:03.599,14:16:00.378,51,185,44,,FX-12737,0,,M
1143,1,Christian Winkgen 1,75,85,4:07.621,"36,3",4:14:38.338,14:16:35.117,38,161,32,,FR-20127,0,,M
1144,24,Peter Coppens 24,65,85,3:44.363,"40,1",4:14:43.127,14:16:39.906,41,125,38,,FL-79890,0,,M
1145,3,Peter Welk 3,18,85,4:16.779,35,4:14:55.236,14:16:52.015,51,142,35,,RG-24042,0,,M
1146,13,Daniel Fenn 13,86,86,3:11.944,"46,9",4:14:57.707,14:16:54.486,44,165,35,,RS-44911,0,,M
1147,8,Otmar Buchert 8,13,86,5:52.273,"25,5",4:14:58.108,14:16:54.887,52,155,35,,RR-17418,0,,M
1148,41,Hanno Habighorst 41,80,86,3:37.466,"41,4",4:15:21.134,14:17:17.913,56,103,30,,FL-67553,0,,M
1149,28,Ymte Sijbrandij 28,84,86,3:22.540,"44,4",4:15:21.728,14:17:18.507,46,150,30,,FL-59825,0,,M
1150,21,Vladimir 21,17,86,5:27.254,"27,5",4:15:31.959,14:17:28.738,54,152,36,,TK-75384,0,,M
1151,16,Harry Lieben 16,18,86,3:27.052,"43,5",4:15:36.041,14:17:32.820,49,130,34,,SP-58826,0,,M
1152,11,Piet Kaagman 11,25,86,3:10.240,"47,3",4:16:08.666,14:18:05.445,29,172,41,,TT-76200,0,,M
1153,12,Nici Walde 12,86,86,3:25.762,"43,7",4:16:11.317,14:18:08.096,45,125,41,,RS-39204,0,,F
1154,40,Alexander Kamminga 40,60,86,4:23.472,"34,2",4:16:15.374,14:18:12.153,42,145,41,,SW-51561,0,,M
1155,30,Bo Gustavsson 30,76,86,3:37.147,"41,4",4:16:19.412,14:18:16.191,54,120,41,,CK-85561,0,,M
1156,7,Swannette Tempelman 7,69,86,4:16.255,"35,1",4:16:35.497,14:18:32.276,56,174,38,,HL-85304,0,,F
1157,46,Xander Niezing 46,22,86,3:27.064,"43,5",4:16:44.155,14:18:40.934,38,129,37,,CV-94540,0,,M
1158,25,Ulrich Bentlage 25,19,86,3:59.572,"37,6",4:17:12.990,14:19:09.769,53,155,45,,TS-92224,0,,M
1159,6,Bernhard Böhler 6,67,86,3:56.201,"38,1",4:17:30.868,14:19:27.647,39,219,40,,TH-71610,0,,M
1160,14,Kerstin Lechtenberg 14,13,86,6:22.557,"23,5",4:17:33.619,14:19:30.398,59,139,35,,TW-27175,0,,F
1161,13,Daniel Fenn 13,87,87,3:06.820,"48,2",4:18:04.527,14:20:01.306,41,168,39,,RS-44911,0,,M
1162,31,Peter Haan 31,22,87,4:47.183,"31,3",4:18:08.674,14:20:05.453,32,176,41,,SW-67991,0,,M
1163,35,Maarten Sijbrandij 35,67,87,4:11.217,"35,8",4:18:14.816,14:20:11.595,49,186,44,,FX-12737,0,,M
1164,24,Peter Coppens 24,66,87,3:39.999,"40,9",4:18:23.126,14:20:19.905,38,126,40,,FL-79890,0,,M
1165,28,Ymte Sijbrandij 28,85,87,3:18.921,"45,2",4:18:40.649,14:20:37.428,45,149,36,,FL-59825,0,,M
1166,1,Christian Winkgen 1,76,87,4:07.471,"36,4",4:18:45.809,14:20:42.588,35,163,34,,FR-20127,0,,M
1167,41,Hanno Habighorst 41,81,87,3:38.100,"41,3",4:18:59.234,14:20:56.013,48,108,30,,FL-67553,0,,M
1168,16,Harry Lieben 16,19,87,3:27.018,"43,5",4:19:03.059,14:20:59.838,53,130,33,,SP-58826,0,,M
1169,3,Peter Welk 3,19,87,4:13.641,"35,5",4:19:08.877,14:21:05.656,55,142,33,,RG-24042,0,,M
1170,11,Piet Kaagman 11,26,87,3:10.505,"47,2",4:19:19.171,14:21:15.950,29,173,31,,TT-76200,0,,M
1171,12,Nici Walde 12,87,87,3:27.208,"43,4",4:19:38.525,14:21:35.304,46,124,32,,RS-39204,0,,F
1172,21,Vladimir 21,18,87,4:22.047,"34,3",4:19:54.006,14:21:50.785,57,152,29,,TK-75384,0,,M
1173,30,Bo Gustavsson 30,77,87,3:38.241,"41,2",4:19:57.653,14:21:54.432,55,120,29,,CK-85561,0,,M
1174,46,Xander Niezing 46,23,87,3:26.706,"43,5",4:20:10.861,14:22:07.640,37,127,31,,CV-94540,0,,M
1175,40,Alexander Kamminga 40,61,87,4:22.520,"34,3",4:20:37.894,14:22:34.673,43,146,33,,SW-51561,0,,M
1176,8,Otmar Buchert 8,14,87,5:52.477,"25,5",4:20:50.585,14:22:47.364,50,156,40,,RR-17418,0,,M
1177,7,Swannette Tempelman 7,70,87,4:20.840,"34,5",4:20:56.337,14:22:53.116,55,175,41,,HL-85304,0,,F
1178,13,Daniel Fenn 13,88,88,3:03.324,"49,1",4:21:07.851,14:23:04.630,43,167,38,,RS-44911,0,,M
1179,25,Ulrich Bentlage 25,20,88,4:01.255,"37,3",4:21:14.245,14:23:11.024,53,151,34,,TS-92224,0,,M
1180,6,Bernhard Böhler 6,68,88,3:51.859,"38,8",4:21:22.727,14:23:19.506,37,219,34,,TH-71610,0,,M
1181,31,Peter Haan 31,23,88,3:34.316,42,4:21:42.990,14:23:39.769,24,170,36,,SW-67991,0,,M
1182,24,Peter Coppens 24,67,88,3:34.346,42,4:21:57.472,14:23:54.251,39,124,33,,FL-79890,0,,M
1183,28,Ymte Sijbrandij 28,86,88,3:18.016,"45,5",4:21:58.665,14:23:55.444,43,150,33,,FL-59825,0,,M
1184,35,Maarten Sijbrandij 35,68,88,4:03.253,37,4:22:18.069,14:24:14.848,51,187,31,,FX-12737,0,,M
1185,15,Alexander Lechtenberg 15,13,88,14:00.079,"10,7",4:22:30.619,14:24:27.398,49,127,34,,FL-68490,0,,M
1186,41,Hanno Habighorst 41,82,88,3:36.243,"41,6",4:22:35.477,14:24:32.256,51,110,34,,FL-67553,0,,M
1187,16,Harry Lieben 16,20,88,3:33.230,"42,2",4:22:36.289,14:24:33.068,51,131,34,,SP-58826,0,,M
1188,11,Piet Kaagman 11,27,88,3:17.822,"45,5",4:22:36.993,14:24:33.772,32,172,34,,TT-76200,0,,M
1189,1,Christian Winkgen 1,77,88,4:01.332,"37,3",4:22:47.141,14:24:43.920,40,159,32,,FR-20127,0,,M
1190,12,Nici Walde 12,88,88,3:25.253,"43,8",4:23:03.778,14:25:00.557,49,127,34,,RS-39204,0,,F
1191,3,Peter Welk 3,20,88,4:12.908,"35,6",4:23:21.785,14:25:18.564,51,135,31,,RG-24042,0,,M
1192,14,Kerstin Lechtenberg 14,14,88,5:48.705,"25,8",4:23:22.324,14:25:19.103,60,137,31,,TW-27175,0,,F
1193,46,Xander Niezing 46,24,88,3:21.364,"44,7",4:23:32.225,14:25:29.004,38,128,34,,CV-94540,0,,M
1194,30,Bo Gustavsson 30,78,88,3:36.791,"41,5",4:23:34.444,14:25:31.223,51,119,34,,CK-85561,0,,M
1195,13,Daniel Fenn 13,89,89,3:00.666,"49,8",4:24:08.517,14:26:05.296,40,167,38,,RS-44911,0,,M
1196,21,Vladimir 21,19,89,4:21.079,"34,5",4:24:15.085,14:26:11.864,50,146,43,,TK-75384,0,,M
1197,31,Peter Haan 31,24,89,3:20.646,"44,9",4:25:03.636,14:27:00.415,24,170,31,,SW-67991,0,,M
1198,6,Bernhard Böhler 6,69,89,3:45.090,40,4:25:07.817,14:27:04.596,40,219,30,,TH-71610,0,,M
1199,25,Ulrich Bentlage 25,21,89,4:01.872,"37,2",4:25:16.117,14:27:12.896,55,154,32,,TS-92224,0,,M
1200,7,Swannette Tempelman 7,71,89,4:20.346,"34,6",4:25:16.683,14:27:13.462,56,174,34,,HL-85304,0,,F
1201,28,Ymte Sijbrandij 28,87,89,3:18.578,"45,3",4:25:17.243,14:27:14.022,46,151,34,,FL-59825,0,,M
1202,24,Peter Coppens 24,68,89,3:31.346,"42,6",4:25:28.818,14:27:25.597,40,128,38,,FL-79890,0,,M
1203,11,Piet Kaagman 11,28,89,3:09.538,"47,5",4:25:46.531,14:27:43.310,29,175,41,,TT-76200,0,,M
1204,41,Hanno Habighorst 41,83,89,3:32.304,"42,4",4:26:07.781,14:28:04.560,46,105,32,,FL-67553,0,,M
1205,16,Harry Lieben 16,21,89,3:32.275,"42,4",4:26:08.564,14:28:05.343,47,130,32,,SP-58826,0,,M
1206,35,Maarten Sijbrandij 35,69,89,4:06.621,"36,5",4:26:24.690,14:28:21.469,49,184,41,,FX-12737,0,,M
1207,12,Nici Walde 12,89,89,3:21.252,"44,7",4:26:25.030,14:28:21.809,38,121,41,,RS-39204,0,,F
1208,1,Christian Winkgen 1,78,89,4:02.805,"37,1",4:26:49.946,14:28:46.725,35,161,28,,FR-20127,0,,M
1209,46,Xander Niezing 46,25,89,3:22.567,"44,4",4:26:54.792,14:28:51.571,37,127,35,,CV-94540,0,,M
1210,8,Otmar Buchert 8,15,89,6:12.065,"24,2",4:27:02.650,14:28:59.429,50,155,32,,RR-17418,0,,M
1211,13,Daniel Fenn 13,90,90,3:00.830,"49,8",4:27:09.347,14:29:06.126,44,166,39,,RS-44911,0,,M
1212,30,Bo Gustavsson 30,79,90,3:40.090,"40,9",4:27:14.534,14:29:11.313,48,121,35,,CK-85561,0,,M
1213,3,Peter Welk 3,21,90,4:09.557,"36,1",4:27:31.342,14:29:28.121,48,139,34,,RG-24042,0,,M
1214,15,Alexander Lechtenberg 15,14,90,5:27.502,"27,5",4:27:58.121,14:29:54.900,48,127,37,,FL-68490,0,,M
1215,31,Peter Haan 31,25,90,3:20.657,"44,9",4:28:24.293,14:30:21.072,24,165,36,,SW-67991,0,,M
1216,28,Ymte Sijbrandij 28,88,90,3:19.015,"45,2",4:28:36.258,14:30:33.037,45,149,32,,FL-59825,0,,M
1217,21,Vladimir 21,20,90,4:22.066,"34,3",4:28:37.151,14:30:33.930,57,152,32,,TK-75384,0,,M
1218,40,Alexander Kamminga 40,62,90,8:00.922,"18,7",4:28:38.816,14:30:35.595,52,147,31,,SW-51561,0,,M
1219,6,Bernhard Böhler 6,70,90,3:46.426,"39,7",4:28:54.243,14:30:51.022,38,221,31,,TH-71610,0,,M
1220,11,Piet Kaagman 11,29,90,3:07.752,"47,9",4:28:54.283,14:30:51.062,28,173,31,,TT-76200,0,,M
1221,24,Peter Coppens 24,69,90,3:31.770,"42,5",4:29:00.588,14:30:57.367,40,126,31,,FL-79890,0,,M
1222,25,Ulrich Bentlage 25,22,90,4:04.243,"36,8",4:29:20.360,14:31:17.139,51,150,29,,TS-92224,0,,M
1223,14,Kerstin Lechtenberg 14,15,90,5:58.839,"25,1",4:29:21.163,14:31:17.942,62,141,29,,TW-27175,0,,F
1224,7,Swannette Tempelman 7,72,90,4:20.852,"34,5",4:29:37.535,14:31:34.314,56,174,30,,HL-85304,0,,F
1225,16,Harry Lieben 16,22,90,3:32.908,"42,3",4:29:41.472,14:31:38.251,54,129,30,,SP-58826,0,,M
1226,41,Hanno Habighorst 41,84,90,3:35.832,"41,7",4:29:43.613,14:31:40.392,53,105,30,,FL-67553,0,,M
1227,12,Nici Walde 12,90,90,3:22.295,"44,5",4:29:47.325,14:31:44.104,50,126,29,,RS-39204,0,,F
1228,13,Daniel Fenn 13,91,91,2:59.669,"50,1",4:30:09.016,14:32:05.795,44,165,29,,RS-44911,0,,M
1229,46,Xander Niezing 46,26,91,3:24.347,44,4:30:19.139,14:32:15.918,40,128,32,,CV-94540,0,,M
1230,35,Maarten Sijbrandij 35,70,91,4:04.539,"36,8",4:30:29.229,14:32:26.008,50,186,30,,FX-12737,0,,M
1231,30,Bo Gustavsson 30,80,91,3:33.147,"42,2",4:30:47.681,14:32:44.460,51,119,31,,CK-85561,0,,M
1232,1,Christian Winkgen 1,79,91,4:08.255,"36,3",4:30:58.201,14:32:54.980,39,157,31,,FR-20127,0,,M
1233,3,Peter Welk 3,22,91,4:11.593,"35,8",4:31:42.935,14:33:39.714,55,138,30,,RG-24042,0,,M
1234,31,Peter Haan 31,26,91,3:20.139,45,4:31:44.432,14:33:41.211,23,176,30,,SW-67991,0,,M
1235,28,Ymte Sijbrandij 28,89,91,3:16.106,"45,9",4:31:52.364,14:33:49.143,46,148,30,,FL-59825,0,,M
1236,11,Piet Kaagman 11,30,91,3:04.518,"48,8",4:31:58.801,14:33:55.580,39,175,30,,TT-76200,0,,M
1237,22,Reinis Avens 22,15,91,34:13.525,"4,4",4:32:00.457,14:33:57.236,96,161,31,,TN-05564,0,,M
1238,24,Peter Coppens 24,70,91,3:31.423,"42,6",4:32:32.011,14:34:28.790,42,124,30,,FL-79890,0,,M
1239,6,Bernhard Böhler 6,71,91,3:39.727,41,4:32:33.970,14:34:30.749,41,225,30,,TH-71610,0,,M
1240,40,Alexander Kamminga 40,63,91,4:09.770,36,4:32:48.586,14:34:45.365,45,145,31,,SW-51561,0,,M
1241,8,Otmar Buchert 8,16,91,5:54.559,"25,4",4:32:57.209,14:34:53.988,51,152,30,,RR-17418,0,,M
1242,21,Vladimir 21,21,91,4:23.966,"34,1",4:33:01.117,14:34:57.896,57,152,30,,TK-75384,0,,M
1243,13,Daniel Fenn 13,92,92,2:56.505,51,4:33:05.521,14:35:02.300,43,166,29,,RS-44911,0,,M
1244,12,Nici Walde 12,91,92,3:18.937,"45,2",4:33:06.262,14:35:03.041,49,124,29,,RS-39204,0,,F
1245,16,Harry Lieben 16,23,92,3:28.376,"43,2",4:33:09.848,14:35:06.627,52,129,30,,SP-58826,0,,M
1246,41,Hanno Habighorst 41,85,92,3:38.761,"41,1",4:33:22.374,14:35:19.153,51,103,29,,FL-67553,0,,M
1247,25,Ulrich Bentlage 25,23,92,4:06.333,"36,5",4:33:26.693,14:35:23.472,53,153,29,,TS-92224,0,,M
1248,15,Alexander Lechtenberg 15,15,92,5:33.306,27,4:33:31.427,14:35:28.206,50,126,29,,FL-68490,0,,M
1249,46,Xander Niezing 46,27,92,3:23.565,"44,2",4:33:42.704,14:35:39.483,36,126,31,,CV-94540,0,,M
1250,7,Swannette Tempelman 7,73,92,4:18.488,"34,8",4:33:56.023,14:35:52.802,56,175,31,,HL-85304,0,,F
1251,30,Bo Gustavsson 30,81,92,3:40.543,"40,8",4:34:28.224,14:36:25.003,51,120,42,,CK-85561,0,,M
1252,35,Maarten Sijbrandij 35,71,92,4:00.091,"37,5",4:34:29.320,14:36:26.099,51,186,42,,FX-12737,0,,M
1253,11,Piet Kaagman 11,31,92,3:02.861,"49,2",4:35:01.662,14:36:58.441,36,176,31,,TT-76200,0,,M
1254,28,Ymte Sijbrandij 28,90,92,3:17.396,"45,6",4:35:09.760,14:37:06.539,47,148,35,,FL-59825,0,,M
1255,31,Peter Haan 31,27,92,3:30.129,"42,8",4:35:14.561,14:37:11.340,24,172,33,,SW-67991,0,,M
1256,1,Christian Winkgen 1,80,92,4:18.638,"34,8",4:35:16.839,14:37:13.618,37,160,33,,FR-20127,0,,M
1257,14,Kerstin Lechtenberg 14,16,92,5:57.710,"25,2",4:35:18.873,14:37:15.652,61,139,36,,TW-27175,0,,F
1258,3,Peter Welk 3,23,92,4:16.114,"35,1",4:35:59.049,14:37:55.828,51,141,36,,RG-24042,0,,M
1259,13,Daniel Fenn 13,93,93,2:58.607,"50,4",4:36:04.128,14:38:00.907,48,172,34,,RS-44911,0,,M
1260,24,Peter Coppens 24,71,93,3:32.318,"42,4",4:36:04.329,14:38:01.108,41,126,34,,FL-79890,0,,M
1261,6,Bernhard Böhler 6,72,93,3:34.804,"41,9",4:36:08.774,14:38:05.553,37,215,34,,TH-71610,0,,M
1262,22,Reinis Avens 22,16,93,4:23.017,"34,2",4:36:23.474,14:38:20.253,51,145,42,,TN-05564,0,,M
1263,12,Nici Walde 12,92,93,3:19.147,"45,2",4:36:25.409,14:38:22.188,49,128,37,,RS-39204,0,,F
1264,16,Harry Lieben 16,24,93,3:22.929,"44,4",4:36:32.777,14:38:29.556,35,128,43,,SP-58826,0,,M
1265,40,Alexander Kamminga 40,64,93,4:04.062,"36,9",4:36:52.648,14:38:49.427,38,142,47,,SW-51561,0,,M
1266,41,Hanno Habighorst 41,86,93,3:38.792,"41,1",4:37:01.166,14:38:57.945,43,103,44,,FL-67553,0,,M
1267,46,Xander Niezing 46,28,93,3:19.745,"45,1",4:37:02.449,14:38:59.228,34,125,44,,CV-94540,0,,M
1268,21,Vladimir 21,22,93,4:23.203,"34,2",4:37:24.320,14:39:21.099,56,153,35,,TK-75384,0,,M
1269,25,Ulrich Bentlage 25,24,93,4:07.828,"36,3",4:37:34.521,14:39:31.300,53,153,38,,TS-92224,0,,M
1270,30,Bo Gustavsson 30,82,93,3:22.149,"44,5",4:37:50.373,14:39:47.152,52,120,38,,CK-85561,0,,M
1271,11,Piet Kaagman 11,32,93,3:06.472,"48,3",4:38:08.134,14:40:04.913,32,176,34,,TT-76200,0,,M
1272,7,Swannette Tempelman 7,74,93,4:26.129,"33,8",4:38:22.152,14:40:18.931,56,173,33,,HL-85304,0,,F
1273,28,Ymte Sijbrandij 28,91,93,3:17.408,"45,6",4:38:27.168,14:40:23.947,42,148,39,,FL-59825,0,,M
1274,35,Maarten Sijbrandij 35,72,93,3:59.247,"37,6",4:38:28.567,14:40:25.346,45,179,39,,FX-12737,0,,M
1275,31,Peter Haan 31,28,93,3:31.937,"42,5",4:38:46.498,14:40:43.277,24,170,41,,SW-67991,0,,M
1276,13,Daniel Fenn 13,94,94,3:00.572,"49,8",4:39:04.700,14:41:01.479,39,164,44,,RS-44911,0,,M
1277,15,Alexander Lechtenberg 15,16,94,5:43.869,"26,2",4:39:15.296,14:41:12.075,48,125,46,,FL-68490,0,,M
1278,1,Christian Winkgen 1,81,94,4:12.823,"35,6",4:39:29.662,14:41:26.441,31,159,39,,FR-20127,0,,M
1279,24,Peter Coppens 24,72,94,3:33.770,"42,1",4:39:38.099,14:41:34.878,39,125,37,,FL-79890,0,,M
1280,6,Bernhard Böhler 6,73,94,3:34.037,42,4:39:42.811,14:41:39.590,40,217,41,,TH-71610,0,,M
1281,12,Nici Walde 12,93,94,3:19.337,"45,1",4:39:44.746,14:41:41.525,51,132,41,,RS-39204,0,,F
1282,16,Harry Lieben 16,25,94,3:20.044,45,4:39:52.821,14:41:49.600,41,129,38,,SP-58826,0,,M
1283,22,Reinis Avens 22,17,94,3:43.382,"40,3",4:40:06.856,14:42:03.635,54,146,36,,TN-05564,0,,M
1284,3,Peter Welk 3,24,94,4:12.335,"35,7",4:40:11.384,14:42:08.163,54,138,33,,RG-24042,0,,M
1285,46,Xander Niezing 46,29,94,3:20.685,"44,8",4:40:23.134,14:42:19.913,36,127,33,,CV-94540,0,,M
1286,41,Hanno Habighorst 41,87,94,3:39.242,"41,1",4:40:40.408,14:42:37.187,50,105,33,,FL-67553,0,,M
1287,40,Alexander Kamminga 40,65,94,4:04.967,"36,7",4:40:57.615,14:42:54.394,43,139,36,,SW-51561,0,,M
1288,14,Kerstin Lechtenberg 14,17,94,5:52.702,"25,5",4:41:11.575,14:43:08.354,57,139,34,,TW-27175,0,,F
1289,11,Piet Kaagman 11,33,94,3:13.041,"46,6",4:41:21.175,14:43:17.954,35,177,34,,TT-76200,0,,M
1290,30,Bo Gustavsson 30,83,94,3:32.366,"42,4",4:41:22.739,14:43:19.518,44,119,36,,CK-85561,0,,M
1291,8,Otmar Buchert 8,17,94,8:44.582,"17,2",4:41:41.791,14:43:38.570,48,154,41,,RR-17418,0,,M
1292,28,Ymte Sijbrandij 28,92,94,3:15.823,46,4:41:42.991,14:43:39.770,36,148,43,,FL-59825,0,,M
1293,21,Vladimir 21,23,94,4:24.721,34,4:41:49.041,14:43:45.820,47,148,57,,TK-75384,0,,M
